subscribed,last_active,channel,device,player_id,tags,country,language_code
No,2017-08-26 17:13:09.489003,Web Push (Chrome),Win32 60,0a7ae266-95a9-4978-93d2-8001bdd3d6,"{""view-tag-go"": ""3"", ""view-tag-web"": ""3"", ""visit-tag-go"": ""1"", ""posts-visited"": ""46667"", ""visit-tag-web"": ""1"", ""view-tag-for-beginners"": ""3"", ""visit-tag-for-beginners"": ""1""}",RU,ru
No,2016-11-12 15:34:07.758993,Web Push (Chrome),Linux armv7l Yandex Browser 17.4,01543888-cfab-4404-a225-b3b994bac0,"{""posts-visited"": ""48351"", ""view-tag-code-style"": ""2"", ""visit-tag-code-style"": ""1"", ""view-tag-for-beginners"": ""2"", ""visit-tag-for-beginners"": ""1""}",RU,en
No,2017-10-06 15:11:49.808542,Web Push (Chrome),Win32 61,05a9ef90-7358-4a98-b207-c58f332f8e,"{""view-tag-ios"": ""1"", ""posts-visited"": ""51828"", ""visit-tag-ios"": ""1"", ""view-tag-android"": ""1"", ""view-tag-telegram"": ""1"", ""visit-tag-android"": ""1"", ""visit-tag-telegram"": ""1""}",RU,ru
No,2018-02-25 14:49:13.483205,Web Push (Chrome),Win32 63,07666d5e-d1dd-4518-a9b8-8d8b077094,"{""posts-visited"": ""28721"", ""view-tag-courses"": ""1"", ""visit-tag-courses"": ""1"", ""view-tag-c-language"": ""1"", ""visit-tag-c-language"": ""1"", ""view-tag-for-beginners"": ""1"", ""visit-tag-for-beginners"": ""1"", ""view-tag-learn-programming"": ""1"", ""visit-tag-learn-programming"": ""1""}",BY,en
Yes,2017-12-04 10:34:14.603514,Web Push (Chrome),Linux armv8l 17,0996f354-a482-4ff3-bb52-165ab91891,"{""posts-read"": ""48000,56569,56374"", ""read-tag-ios"": ""1"", ""view-tag-cpp"": ""1"", ""view-tag-ide"": ""1"", ""view-tag-ios"": ""1"", ""posts-visited"": ""48000,56529,56679,56569,56374"", ""visit-tag-cpp"": ""1"", ""visit-tag-ide"": ""1"", ""visit-tag-ios"": ""1"", ""read-tag-android"": ""1"", ""read-tag-windows"": ""1"", ""view-tag-android"": ""1"", ""view-tag-windows"": ""2"", ""read-tag-browsers"": ""1"", ""read-tag-hardware"": ""1"", ""read-tag-security"": ""1"", ""view-tag-browsers"": ""1"", ""view-tag-security"": ""1"", ""visit-tag-android"": ""1"", ""visit-tag-windows"": ""2"", ""read-tag-microsoft"": ""2"", ""view-tag-microsoft"": ""3"", ""visit-tag-browsers"": ""1"", ""visit-tag-hardware"": ""1"", ""visit-tag-security"": ""1"", ""view-tag-c-language"": ""1"", ""visit-tag-microsoft"": ""3"", ""visit-tag-c-language"": ""1""}",RU,ru
Yes,2017-10-04 18:46:25.449487,Web Push (Chrome),Linux armv7l Chrome 61,0da24348-4014-48f0-bdf7-39c3394afb,"{""posts-read"": ""51093"", ""view-tag-r"": ""1"", ""read-tag-231"": ""1"", ""view-tag-231"": ""1"", ""view-tag-cpp"": ""7"", ""posts-visited"": ""51093"", ""visit-tag-231"": ""1"", ""view-tag-python"": ""1"", ""view-tag-courses"": ""1"", ""view-tag-hardware"": ""2"", ""view-tag-for-beginners"": ""2"", ""view-tag-success-story"": ""1"", ""view-tag-stack-overflow"": ""1"", ""view-tag-learn-programming"": ""1"", ""view-tag-programming-languages"": ""3""}",RU,ru
No,2017-04-08 09:43:15.965972,Web Push (Chrome),Win32 Chrome 57.0,054a95ad-b472-4755-b9c8-69d7f071e0,"{""posts-read"": ""24855"", ""posts-visited"": ""24855"", ""read-tag-games"": ""1"", ""view-tag-games"": ""1"", ""read-tag-google"": ""1"", ""view-tag-google"": ""1"", ""visit-tag-games"": ""1"", ""visit-tag-google"": ""1"", ""read-tag-security"": ""1"", ""view-tag-security"": ""1"", ""visit-tag-security"": ""1""}",RU,ru
No,2018-03-13 07:13:47.310159,Web Push (Firefox),Linux armv7l 59,0a0e81e0-9577-43bd-a0db-c9b5feb93c,"{""posts-read"": ""66537,66602,69715,40634"", ""read-tag-ai"": ""2"", ""view-tag-ai"": ""2"", ""read-tag-231"": ""1"", ""view-tag-ide"": ""1"", ""view-tag-web"": ""1"", ""visit-tag-ai"": ""2"", ""posts-visited"": ""66602,67511,69715,40634"", ""visit-tag-ide"": ""1"", ""visit-tag-web"": ""1"", ""read-tag-mining"": ""1"", ""view-tag-mining"": ""1"", ""visit-tag-mining"": ""1"", ""view-tag-internet"": ""1"", ""visit-tag-internet"": ""1"", ""read-tag-cryptocurrency"": ""1"", ""read-tag-neural-network"": ""1"", ""view-tag-cryptocurrency"": ""1"", ""view-tag-neural-network"": ""1"", ""visit-tag-cryptocurrency"": ""1"", ""visit-tag-neural-network"": ""1"", ""read-tag-machine-learning"": ""1"", ""view-tag-machine-learning"": ""1"", ""visit-tag-machine-learning"": ""1""}",UZ,ru
No,2017-10-22 07:29:16.399341,Web Push (Chrome),Win32 17,062abda1-0e3a-4d6c-8128-02b063baa5,"{""posts-visited"": ""6467"", ""view-tag-java"": ""1"", ""visit-tag-java"": ""1"", ""view-tag-for-beginners"": ""1"", ""visit-tag-for-beginners"": ""1""}",RU,ru
Yes,2017-07-30 21:34:18.355241,Web Push (Chrome),Win32 Opera 46.0,0fa68e0b-359f-4ef0-b179-0a92a028cd,"{""posts-visited"": ""33020"", ""view-tag-java"": ""1"", ""visit-tag-java"": ""1""}",UA,ru
Yes,2018-08-03 14:08:54.000000,Web Push (Chrome),Linux armv7l 67,041e1aeb-a5e0-47ad-b0d9-1695270752,"{""posts-read"": ""86032"", ""posts-visited"": ""86032,86896"", ""read-tag-tools"": ""1"", ""view-tag-tools"": ""1"", ""read-tag-python"": ""1"", ""view-tag-python"": ""2"", ""visit-tag-tools"": ""1"", ""visit-tag-python"": ""2"", ""view-tag-programming-languages"": ""1"", ""visit-tag-programming-languages"": ""1""}",DE,ru
Yes,2017-10-05 07:36:36.159886,Web Push (Chrome),Win32 Chrome 61,0f34029b-ea79-4372-a03a-e97cdfa3fd,"{""posts-read"": ""51093"", ""read-tag-231"": ""1"", ""view-tag-231"": ""1"", ""posts-visited"": ""51093"", ""visit-tag-231"": ""1"", ""view-tag-courses"": ""1"", ""view-tag-big-data"": ""1""}",RU,ru
Yes,2018-05-22 07:16:42.212397,Web Push (Edge),Win32 17,0e896878-40a4-4296-850e-2d03758b47,"{""posts-read"": ""41097"", ""read-tag-kotlin"": ""1"", ""read-tag-android"": ""1"", ""read-tag-mobiledev"": ""1"", ""read-tag-for-beginners"": ""1""}",RU,ru
Yes,2017-09-10 08:31:46.281305,Web Push (Chrome),Win32 Chrome 60,02f62b6b-c163-4da5-9309-275a208c3e,"{""view-tag-cpp"": ""2"", ""view-tag-bitcoin"": ""1"", ""view-tag-c-sharp"": ""1"", ""view-tag-algorithms"": ""1"", ""view-tag-optimization"": ""1"", ""view-tag-brain-teasers"": ""1"", ""view-tag-job-interview"": ""1"", ""view-tag-expert-problems"": ""1"", ""view-tag-middle-problems"": ""1"", ""view-tag-bit-manipulation"": ""1"", ""view-tag-stacks-and-queues"": ""1"", ""view-tag-math-and-probability"": ""1"", ""view-tag-sorting-and-searching"": ""1"", ""view-tag-recursion-and-dynamic-programming"": ""1""}",RU,ru
No,2017-03-22 12:08:07.778959,Web Push (Firefox),Win32 Firefox 51.0,03995ade-a2ec-4172-a2eb-c4ff66d51e,"{""posts-read"": ""13415"", ""read-tag-git"": ""1"", ""view-tag-git"": ""1"", ""posts-visited"": ""13415"", ""visit-tag-git"": ""1"", ""read-tag-tools"": ""1"", ""view-tag-tools"": ""1"", ""visit-tag-tools"": ""1""}",UA,uk
No,2019-02-07 00:06:38.000000,Web Push (Chrome),Win32 71,0c2a9294-aa15-41f0-9861-87f86f18b6,"{""posts-visited"": ""99517"", ""view-category-experts"": ""1"", ""view-tag-for-beginners"": ""1"", ""visit-category-experts"": ""1"", ""visit-tag-for-beginners"": ""1"", ""view-tag-programming-languages"": ""1"", ""visit-tag-programming-languages"": ""1""}",RU,en
No,2017-02-15 15:26:28.106980,Web Push (Chrome),Win32 Chrome 59.0,0d79d443-b858-49e1-ba25-89b8595cc9,"{""posts-read"": ""48942,45527,49288,48933,49455,50288,50530,50795,50811,50944,50958,51093,49444,51297,51700,51863,51956,51583,51995,53621,53736,53704,54219"", ""read-tag-ai"": ""4"", ""view-tag-ai"": ""9"", ""read-tag-231"": ""2"", ""read-tag-253"": ""2"", ""read-tag-ibm"": ""1"", ""read-tag-seo"": ""1"", ""read-tag-web"": ""1"", ""view-tag-231"": ""3"", ""view-tag-253"": ""3"", ""view-tag-css"": ""1"", ""view-tag-ibm"": ""1"", ""view-tag-ide"": ""1"", ""view-tag-seo"": ""1"", ""view-tag-vpn"": ""1"", ""view-tag-web"": ""3"", ""visit-tag-ai"": ""6"", ""posts-visited"": ""48942,45527,46135,49314,49336,49288,48933,49455,50288,50469,50530,50795,50811,50944,50958,51093,49444,51292,51297,51602,51700,51863,51956,51583,51995,52355,52505,52436,53207,53312,53372,53621,53736,53704,54219,54484"", ""read-tag-bots"": ""1"", ""read-tag-html"": ""1"", ""read-tag-java"": ""2"", ""view-tag-bots"": ""1"", ""view-tag-html"": ""2"", ""view-tag-java"": ""10"", ""visit-tag-231"": ""3"", ""visit-tag-253"": ""3"", ""visit-tag-css"": ""1"", ""visit-tag-ibm"": ""1"", ""visit-tag-ide"": ""1"", ""visit-tag-seo"": ""1"", ""visit-tag-vpn"": ""1"", ""visit-tag-web"": ""3"", ""read-tag-cloud"": ""1"", ""read-tag-intel"": ""1"", ""read-tag-tools"": ""1"", ""view-tag-cloud"": ""1"", ""view-tag-games"": ""1"", ""view-tag-intel"": ""1"", ""view-tag-opera"": ""1"", ""view-tag-tools"": ""3"", ""visit-tag-bots"": ""1"", ""visit-tag-html"": ""2"", ""visit-tag-java"": ""2"", ""read-tag-github"": ""1"", ""read-tag-robots"": ""1"", ""read-tag-yandex"": ""1"", ""view-tag-crypto"": ""1"", ""view-tag-github"": ""2"", ""view-tag-google"": ""4"", ""view-tag-robots"": ""2"", ""view-tag-yandex"": ""2"", ""visit-tag-cloud"": ""1"", ""visit-tag-intel"": ""1"", ""visit-tag-opera"": ""1"", ""visit-tag-tools"": ""2"", ""read-tag-courses"": ""1"", ""view-tag-android"": ""1"", ""view-tag-bitcoin"": ""3"", ""view-tag-courses"": ""8"", ""view-tag-samsung"": ""1"", ""visit-tag-crypto"": ""1"", ""visit-tag-github"": ""2"", ""visit-tag-google"": ""3"", ""visit-tag-robots"": ""2"", ""visit-tag-yandex"": ""1"", ""read-tag-ethereum"": ""1"", ""read-tag-hardware"": ""2"", ""read-tag-internet"": ""1"", ""read-tag-security"": ""3"", ""read-tag-telegram"": ""2"", ""view-tag-browsers"": ""1"", ""view-tag-ethereum"": ""2"", ""view-tag-hardware"": ""3"", ""view-tag-internet"": ""1"", ""view-tag-security"": ""5"", ""view-tag-telegram"": ""2"", ""visit-tag-android"": ""1"", ""visit-tag-bitcoin"": ""1"", ""visit-tag-courses"": ""2"", ""visit-tag-samsung"": ""1"", ""view-tag-autopilot"": ""1"", ""view-tag-microsoft"": ""1"", ""view-tag-mobiledev"": ""1"", ""visit-tag-browsers"": ""1"", ""visit-tag-ethereum"": ""1"", ""visit-tag-hardware"": ""2"", ""visit-tag-internet"": ""1"", ""visit-tag-security"": ""4"", ""visit-tag-telegram"": ""2"", ""read-tag-blockchain"": ""1"", ""view-tag-algorithms"": ""9"", ""view-tag-blockchain"": ""4"", ""view-tag-javascript"": ""1"", ""view-tag-veb-dizajn"": ""1"", ""visit-tag-autopilot"": ""1"", ""visit-tag-microsoft"": ""1"", ""visit-tag-mobiledev"": ""1"", ""view-tag-recognition"": ""2"", ""visit-tag-algorithms"": ""1"", ""visit-tag-blockchain"": ""1"", ""visit-tag-javascript"": ""1"", ""visit-tag-veb-dizajn"": ""1"", ""read-tag-raspberry-pi"": ""1"", ""view-tag-for-amateurs"": ""1"", ""view-tag-raspberry-pi"": ""1"", ""read-tag-for-beginners"": ""2"", ""view-tag-for-beginners"": ""10"", ""view-tag-visualization"": ""9"", ""visit-tag-for-amateurs"": ""1"", ""visit-tag-raspberry-pi"": ""1"", ""read-tag-neural-network"": ""1"", ""view-tag-dev-organising"": ""2"", ""view-tag-neural-network"": ""1"", ""visit-tag-for-beginners"": ""2"", ""visit-tag-visualization"": ""1"", ""read-tag-computer-vision"": ""1"", ""view-tag-computer-vision"": ""1"", ""view-tag-virtual-reality"": ""1"", ""visit-tag-dev-organising"": ""1"", ""visit-tag-neural-network"": ""1"", ""read-tag-machine-learning"": ""2"", ""view-tag-machine-learning"": ""4"", ""visit-tag-computer-vision"": ""1"", ""view-tag-network-protocols"": ""1"", ""visit-tag-machine-learning"": ""2"", ""view-tag-command-line-tools"": ""1"", ""visit-tag-command-line-tools"": ""1"", ""read-tag-math-and-probability"": ""1"", ""view-tag-math-and-probability"": ""7"", ""view-tag-software-development"": ""1"", ""read-tag-programming-languages"": ""1"", ""view-tag-programming-languages"": ""1"", ""visit-tag-math-and-probability"": ""1"", ""visit-tag-programming-languages"": ""1""}",RU,en
No,2017-05-25 18:18:33.118751,Web Push (Chrome),Win32 Chrome 49.0,09b48bb0-8b83-4ab4-876e-ca90965ab1,"{""posts-read"": ""7113,6277,21593"", ""read-tag-db"": ""1"", ""view-tag-db"": ""2"", ""visit-tag-db"": ""1"", ""posts-visited"": ""7113,6277,21593,21624"", ""read-tag-java"": ""2"", ""view-tag-java"": ""4"", ""read-tag-mysql"": ""1"", ""view-tag-mysql"": ""2"", ""visit-tag-java"": ""3"", ""visit-tag-mysql"": ""1"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""2"", ""read-tag-multithreading"": ""1"", ""view-tag-multithreading"": ""2"", ""visit-tag-for-beginners"": ""1"", ""visit-tag-multithreading"": ""2"", ""read-tag-learn-programming"": ""1"", ""read-tag-threads-and-locks"": ""1"", ""view-tag-learn-programming"": ""2"", ""view-tag-threads-and-locks"": ""1"", ""visit-tag-learn-programming"": ""1"", ""visit-tag-threads-and-locks"": ""1""}",UA,ru
No,2017-05-30 19:28:28.513035,Web Push (Chrome),Win32 Chrome 58.0,01f19185-5a27-4747-9bfb-8b306c28fb,"{""posts-read"": ""47482"", ""posts-visited"": ""47482"", ""read-tag-javascript"": ""1"", ""view-tag-javascript"": ""1"", ""visit-tag-javascript"": ""1"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""1"", ""visit-tag-for-beginners"": ""1""}",BY,ru
Yes,2017-08-24 05:49:17.907870,Web Push (Chrome),Linux x86_64 Chromium 60,08381893-1503-4520-afe2-b5eba96ee4,"{""posts-read"": ""439"", ""read-tag-cpp"": ""1"", ""view-tag-cpp"": ""1"", ""posts-visited"": ""439"", ""visit-tag-cpp"": ""1"", ""view-tag-python"": ""1"", ""view-tag-middle-problems"": ""1""}",RU,ru
Yes,2018-01-22 10:16:40.398809,Web Push (Chrome),Linux x86_64 63,02566c94-d4b4-4b43-91d0-dee31f003e,"{""posts-visited"": ""60834"", ""view-tag-virtual-reality"": ""2"", ""visit-tag-virtual-reality"": ""1""}",RU,ru
No,2017-11-04 13:08:35.548703,Web Push (Chrome),Linux x86_64 60,007d927f-d41f-496e-a350-2747c9ed52,"{""posts-read"": ""7809"", ""posts-visited"": ""7809"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""2"", ""visit-tag-for-beginners"": ""1"", ""read-tag-learn-programming"": ""1"", ""view-tag-learn-programming"": ""2"", ""visit-tag-learn-programming"": ""1""}",RU,en
No,2017-03-10 07:16:49.109861,Web Push (Chrome),Win32 Chrome 56.0,067b8b67-cd2c-4245-93de-5d64ee7efb,"{""view-tag-web"": ""1"", ""posts-visited"": ""6785"", ""view-tag-python"": ""1"", ""view-tag-regexp"": ""1"", ""view-tag-parsing"": ""1"", ""visit-tag-python"": ""1"", ""visit-tag-regexp"": ""1"", ""view-tag-big-data"": ""1"", ""visit-tag-parsing"": ""1"", ""view-tag-javascript"": ""1"", ""view-tag-for-beginners"": ""1"", ""visit-tag-for-beginners"": ""1""}",RU,ru
Yes,2017-10-16 10:47:11.405839,Web Push (Chrome),Win32 61,03f11bfe-a473-436d-9516-fde2dfb59a,"{""posts-read"": ""2539"", ""read-tag-web"": ""1"", ""view-tag-web"": ""1"", ""posts-visited"": ""2539"", ""read-tag-html"": ""1"", ""view-tag-html"": ""1"", ""visit-tag-web"": ""1"", ""visit-tag-html"": ""1"", ""read-tag-javascript"": ""1"", ""view-tag-javascript"": ""1"", ""visit-tag-javascript"": ""1""}",RU,ru
No,2017-08-30 15:38:14.812189,Web Push (Chrome),Win32 Chrome 60,04c84735-c4d5-46eb-95ed-d43826a114,"{""view-tag-javascript"": ""8""}",RU,en
No,2016-10-07 12:26:55.034289,Web Push (Chrome),Win32 Yandex Browser 16.11,05d4a107-866f-4eb8-aa8d-10c5610418,"{""posts-visited"": ""8389"", ""view-tag-algorithms"": ""1"", ""visit-tag-algorithms"": ""1"", ""view-tag-for-beginners"": ""1"", ""visit-tag-for-beginners"": ""1"", ""view-tag-algos-and-data-structs"": ""1"", ""visit-tag-algos-and-data-structs"": ""1""}",RU,en
No,2017-11-07 07:17:31.105495,Web Push (Chrome),Win32 62,0c17b7ea-4890-4d6b-bf2a-462dbbc6e4,"{""posts-read"": ""52306,54150"", ""read-tag-web"": ""1"", ""view-tag-web"": ""1"", ""posts-visited"": ""52306,54150"", ""visit-tag-web"": ""1"", ""view-tag-windows"": ""1"", ""read-tag-telegram"": ""1"", ""view-tag-security"": ""1"", ""view-tag-telegram"": ""1"", ""view-tag-microsoft"": ""1"", ""visit-tag-telegram"": ""1""}",UA,ru
Yes,2018-03-20 13:45:30.533635,Web Push (Chrome),Win32 64,0ebca71b-a64e-4fe9-8470-138d1cd388,"{""posts-read"": ""68022"", ""read-tag-253"": ""1"", ""view-tag-253"": ""1"", ""posts-visited"": ""68022,63151"", ""visit-tag-253"": ""1"", ""read-tag-telegram"": ""1"", ""view-tag-telegram"": ""1"", ""view-tag-partnered"": ""1"", ""visit-tag-telegram"": ""1"", ""view-tag-blockchain"": ""1"", ""visit-tag-partnered"": ""1"", ""visit-tag-blockchain"": ""1""}",KZ,ru
Yes,2017-10-27 06:48:09.386121,Web Push (Chrome),Linux aarch64 Chrome 61,07e78d9b-3750-4fbf-8366-aa42b91a28,"{""posts-read"": ""53246"", ""posts-visited"": ""53246"", ""read-tag-google"": ""1"", ""view-tag-google"": ""1"", ""read-tag-android"": ""1"", ""view-tag-android"": ""1"", ""visit-tag-google"": ""1"", ""visit-tag-android"": ""1"", ""read-tag-mobiledev"": ""1"", ""view-tag-mobiledev"": ""1"", ""visit-tag-mobiledev"": ""1""}",BY,ru
Yes,2017-08-23 10:36:21.426079,Web Push (Chrome),Linux armv7l Chrome 51,029af5a1-d3b1-40cb-96a2-e5a68ffacc,"{""posts-read"": ""49416,9866,49083,51363,52108,21882,52779,51642,53621,57066,53746,57336,57323,57794,56377,57836,61762,64993"", ""read-tag-ai"": ""2"", ""read-tag-go"": ""1"", ""view-tag-ai"": ""4"", ""view-tag-go"": ""1"", ""read-tag-253"": ""1"", ""read-tag-278"": ""1"", ""read-tag-cpp"": ""1"", ""read-tag-ibm"": ""1"", ""read-tag-web"": ""1"", ""view-tag-253"": ""1"", ""view-tag-278"": ""2"", ""view-tag-cpp"": ""1"", ""view-tag-ibm"": ""1"", ""view-tag-web"": ""3"", ""visit-tag-ai"": ""3"", ""visit-tag-go"": ""1"", ""posts-visited"": ""47505,49416,49083,9866,50958,51363,22389,52108,21882,52779,51642,53621,57066,56956,53746,57336,57323,57794,56377,57836,58680,61762,64993"", ""read-tag-bots"": ""1"", ""read-tag-java"": ""1"", ""view-tag-bots"": ""1"", ""view-tag-java"": ""2"", ""visit-tag-253"": ""1"", ""visit-tag-278"": ""1"", ""visit-tag-cpp"": ""1"", ""visit-tag-ibm"": ""1"", ""visit-tag-web"": ""1"", ""read-tag-cloud"": ""1"", ""view-tag-cloud"": ""1"", ""view-tag-games"": ""3"", ""view-tag-linux"": ""2"", ""visit-tag-bots"": ""1"", ""visit-tag-java"": ""1"", ""read-tag-google"": ""2"", ""read-tag-python"": ""1"", ""view-tag-docker"": ""3"", ""view-tag-google"": ""10"", ""view-tag-python"": ""1"", ""view-tag-yandex"": ""1"", ""visit-tag-cloud"": ""1"", ""visit-tag-linux"": ""1"", ""read-tag-advices"": ""1"", ""read-tag-android"": ""2"", ""view-tag-advices"": ""1"", ""view-tag-android"": ""3"", ""view-tag-bitcoin"": ""1"", ""view-tag-node-js"": ""3"", ""view-tag-testing"": ""3"", ""visit-tag-google"": ""4"", ""visit-tag-python"": ""1"", ""read-tag-ethereum"": ""1"", ""read-tag-internet"": ""2"", ""read-tag-security"": ""2"", ""view-tag-ethereum"": ""1"", ""view-tag-hardware"": ""1"", ""view-tag-internet"": ""4"", ""view-tag-security"": ""7"", ""visit-tag-advices"": ""1"", ""visit-tag-android"": ""2"", ""read-tag-microsoft"": ""1"", ""view-tag-debugging"": ""3"", ""view-tag-microsoft"": ""2"", ""view-tag-wordpress"": ""1"", ""visit-tag-ethereum"": ""1"", ""visit-tag-hardware"": ""1"", ""visit-tag-internet"": ""2"", ""visit-tag-security"": ""4"", ""read-tag-blockchain"": ""1"", ""read-tag-internship"": ""1"", ""view-tag-blockchain"": ""4"", ""view-tag-internship"": ""1"", ""visit-tag-microsoft"": ""1"", ""visit-tag-wordpress"": ""1"", ""visit-tag-blockchain"": ""1"", ""visit-tag-internship"": ""1"", ""read-tag-for-amateurs"": ""1"", ""view-tag-for-amateurs"": ""1"", ""view-tag-raspberry-pi"": ""1"", ""read-tag-best-practice"": ""1"", ""read-tag-for-beginners"": ""1"", ""view-tag-best-practice"": ""2"", ""view-tag-for-beginners"": ""1"", ""visit-tag-for-amateurs"": ""1"", ""visit-tag-raspberry-pi"": ""1"", ""read-tag-for-motivation"": ""1"", ""read-tag-neural-network"": ""3"", ""view-tag-for-motivation"": ""1"", ""view-tag-neural-network"": ""13"", ""visit-tag-best-practice"": ""1"", ""visit-tag-for-beginners"": ""1"", ""visit-tag-for-motivation"": ""1"", ""visit-tag-neural-network"": ""4"", ""read-tag-machine-learning"": ""3"", ""view-tag-machine-learning"": ""8"", ""read-tag-learn-programming"": ""1"", ""view-tag-learn-programming"": ""2"", ""visit-tag-machine-learning"": ""5"", ""visit-tag-learn-programming"": ""1""}",RU,ru
No,2018-02-15 01:41:54.407298,Web Push (Chrome),Linux armv8l 64,03f66856-1009-4ce8-9a51-2f6d7a36c7,"{""view-tag-278"": ""1"", ""posts-visited"": ""64234"", ""visit-tag-278"": ""1"", ""view-tag-competitive-programming"": ""1"", ""visit-tag-competitive-programming"": ""1""}",RU,ru
No,2017-11-13 06:47:46.867504,Web Push (Chrome),Win32 Chrome 61,0e648b8e-7a1f-46e3-b3a6-d5ad6d2a39,"{""posts-read"": ""33020,27751,13451,6467"", ""posts-visited"": ""33020,27751,13451,6467"", ""read-tag-java"": ""4"", ""view-tag-java"": ""14"", ""visit-tag-java"": ""4"", ""read-tag-awesomo"": ""1"", ""read-tag-c-sharp"": ""1"", ""view-tag-awesomo"": ""1"", ""view-tag-c-sharp"": ""1"", ""visit-tag-awesomo"": ""1"", ""visit-tag-c-sharp"": ""1"", ""read-tag-cheatsheets"": ""1"", ""read-tag-open-source"": ""1"", ""view-tag-cheatsheets"": ""11"", ""view-tag-open-source"": ""1"", ""visit-tag-cheatsheets"": ""1"", ""visit-tag-open-source"": ""1"", ""read-tag-for-beginners"": ""1"", ""view-tag-for-beginners"": ""1"", ""visit-tag-for-beginners"": ""1"", ""view-tag-programming-languages"": ""1""}",UA,en
Yes,2017-10-16 18:26:19.081125,Web Push (Chrome),Win32 Chrome 61,0883211a-7472-4bf9-9e03-e106776519,"{""posts-visited"": ""7642"", ""view-tag-for-beginners"": ""1"", ""visit-tag-for-beginners"": ""1""}",KZ,ru
Yes,2018-02-24 10:54:37.968617,Web Push (Chrome),Linux armv8l 64,00707d3b-3771-4e3f-a283-077bdf6070,"{""posts-read"": ""64440"", ""posts-visited"": ""64440"", ""read-tag-google"": ""1"", ""view-tag-google"": ""1"", ""read-tag-android"": ""1"", ""view-tag-android"": ""1"", ""visit-tag-google"": ""1"", ""visit-tag-android"": ""1"", ""read-tag-mobiledev"": ""1"", ""view-tag-mobiledev"": ""1"", ""visit-tag-mobiledev"": ""1""}",RU,ru
Yes,2017-12-12 01:34:19.260216,Web Push (Chrome),Win32 62,05cecc4f-5a2a-4b6c-b1d3-63700cb882,"{""view-tag-job"": ""1"", ""posts-visited"": ""57396"", ""visit-tag-job"": ""1"", ""view-tag-partnered"": ""1"", ""view-tag-relocation"": ""1"", ""visit-tag-partnered"": ""1"", ""visit-tag-relocation"": ""1""}",RU,ru
No,2017-10-02 06:03:18.279751,Web Push (Chrome),Win32 Chrome 61,05555133-f590-45cc-82bd-d3caeae27a,"{""posts-read"": ""50670"", ""posts-visited"": ""50670"", ""read-tag-telegram"": ""1"", ""view-tag-telegram"": ""1"", ""visit-tag-telegram"": ""1""}",UA,ru
Yes,2018-01-26 04:23:10.311428,Web Push (Chrome),Linux aarch64 63,05be2264-0b3b-42db-8744-c21e2800f3,"{""view-tag-css"": ""1"", ""view-tag-web"": ""1"", ""posts-visited"": ""8509,37881"", ""visit-tag-css"": ""1"", ""visit-tag-web"": ""1"", ""view-tag-algorithms"": ""1"", ""visit-tag-algorithms"": ""1"", ""view-tag-for-beginners"": ""2"", ""visit-tag-for-beginners"": ""2"", ""view-tag-learn-programming"": ""1"", ""visit-tag-learn-programming"": ""1"", ""view-tag-algos-and-data-structs"": ""1"", ""visit-tag-algos-and-data-structs"": ""1""}",RU,ru
Yes,2017-09-19 14:48:19.701607,Web Push (Firefox),Linux armv8l 55,051ed3e6-8ba9-4397-9d88-bc13bb9483,"{""view-tag-cpp"": ""1"", ""view-tag-ide"": ""1"", ""posts-visited"": ""9081"", ""view-tag-practice"": ""2"", ""visit-tag-practice"": ""1"", ""view-tag-job-interview"": ""2"", ""visit-tag-job-interview"": ""1""}",RU,ru
